cle,Respondent_ID,weight,A9_1_slice,A9_2_slice,A9_3_slice,A9_4_slice,A9_5_slice,A9_6_slice,A9_7_slice,A9_8_slice,A9_9_slice,A9_10_slice,A9_11_slice,A9_12_slice,A9_13_slice,A9_14_slice,A9_15_slice,A9_16_slice,A10_1_slice,A10_2_slice,A10_3_slice,A10_4_slice,A10_5_slice,A10_6_slice,A10_7_slice,A10_8_slice,A11_1_slice,A11_2_slice,A11_3_slice,A11_4_slice,A11_5_slice,A11_6_slice,A11_7_slice,A11_8_slice,A11_9_slice,A11_10_slice,A11_11_slice,A11_12_slice,A11_13_slice,cluster
4164,MET20_959389,1.012416781,2,4,4,4,2,2,4,4,4,3,4,4,4,3,2,3,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
4165,MET20_7001577,1.2765284167,2,2,4,4,3,2,4,2,3,2,2,4,4,1,2,4,2,2,2,2,3,3,2,2,1,2,2,2,2,2,2,3,3,2,4,2,2,1
4166,MET20_7009479,0.4572221819,2,1,2,2,2,2,3,2,1,2,2,3,3,2,2,3,1,1,2,2,1,3,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,0
4167,MET20_7008276,1.055956908,3,4,3,3,2,2,4,4,4,4,3,4,4,2,3,4,2,2,2,2,2,3,2,3,2,2,2,2,2,2,4,3,2,2,3,2,3,1
4168,MET20_403510,0.464506602,2,3,2,2,4,3,3,2,2,3,1,2,2,2,3,2,1,1,3,2,2,4,2,2,1,2,1,1,1,1,2,1,1,1,2,1,1,3
4169,MET20_733677,0.8206610833,2,2,2,2,3,3,1,2,2,2,1,2,2,2,1,3,1,1,1,2,1,3,1,1,2,2,2,2,1,2,1,1,1,1,1,1,2,3
4170,MET20_816456,0.9463951981,3,3,3,3,2,2,2,3,3,4,2,3,3,3,3,3,3,2,2,3,2,2,3,2,2,3,2,2,2,2,3,2,3,3,3,3,3,1
4171,MET20_1174452,0.7980860057,2,2,2,3,4,2,2,3,2,2,2,3,2,2,2,3,2,2,3,2,2,3,2,3,2,2,2,3,1,2,2,2,3,2,2,2,2,0
4172,MET20_839474,0.8247615439,2,3,3,2,3,2,4,3,1,2,2,3,3,3,2,2,2,2,3,2,2,3,2,3,2,3,2,3,2,3,2,2,2,2,2,2,3,0
4173,MET20_80001949,0.9847421628,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
4174,MET20_7007137,0.5345827213,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,4,1,3,1,1,1,2,1,3,1,2,2,2,2,2,1,3
4175,MET20_7001234,0.6947629021,3,4,4,2,2,1,1,3,1,2,1,3,2,1,3,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3
4176,MET20_1256812,1.4391301159,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0
4177,MET20_711913,1.012416781,2,3,3,3,3,3,2,3,2,3,2,3,4,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,1
4178,MET20_1197198,0.4868106265,2,2,1,1,2,2,3,2,2,1,2,2,2,2,2,3,2,2,3,2,2,2,2,3,3,2,3,3,2,2,2,3,2,2,3,3,3,0
4179,MET20_969040,0.62815034,2,2,2,2,3,1,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,4,3,2,1,1,1,1,1,1,1,1,2,1,2,1,1,3
4180,MET20_1237705,1.0946952712,3,4,3,3,2,2,4,3,2,3,3,3,3,2,3,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,3,3,3,3,3,3,2,1
4181,MET20_1421324,0.7058317983,3,4,3,4,3,4,2,3,2,4,3,4,4,2,3,4,2,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2
4182,MET20_742249,0.8556566041,2,4,2,2,3,2,2,4,2,2,2,4,2,1,3,1,2,2,2,2,2,3,3,2,2,2,2,3,1,2,1,1,2,2,2,2,1,0
4183,MET20_1198500,0.464506602,2,2,2,2,2,2,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,2,3,2,3,3,2,2,2,3,3,3,2,3,2,3,1
4184,MET20_1152920,1.0076397374,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,2,2,2,3,2,4,4,4,4,2,4,3,2,4,4,4,4,4,4,2,2
4185,MET20_7008270,0.6583119793,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,0
4186,MET20_1185193,1.0564869918,2,3,3,3,3,2,3,3,3,3,2,3,2,2,2,3,2,1,2,2,2,3,3,3,3,2,2,1,2,1,2,2,2,2,3,2,3,1
4187,MET20_487612,0.9765900354,2,3,4,4,4,2,2,2,2,2,2,3,3,2,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4188,MET20_7012589,0.6583119793,2,3,2,2,3,2,1,2,2,2,1,2,1,2,2,2,1,1,3,1,1,3,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,3
4189,MET20_80001642,1.4391301159,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4190,MET20_1029953,1.0239963436,1,3,2,2,4,3,1,2,2,2,1,3,2,2,2,1,1,2,3,2,1,3,2,3,1,1,2,2,2,2,2,2,2,1,1,2,3,0
4191,MET20_1962129,1.0564869918,2,2,2,2,3,2,3,2,3,1,2,2,2,2,2,2,1,1,3,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3
4192,MET20_457226,0.8247615439,1,4,4,4,4,3,4,4,1,4,1,2,4,1,1,3,1,3,4,1,1,3,1,4,1,1,2,2,1,4,1,3,2,1,3,1,4,0
4193,MET20_7020656,0.7980860057,3,2,3,3,3,2,4,2,3,3,2,3,3,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,3,2,3,3,3,1
4194,MET20_1190870,3.7489125178,2,3,3,3,3,3,2,2,2,3,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,0
4195,MET20_650564,1.2999282972,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3
4196,MET20_1175863,0.5524508228,2,2,2,2,3,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,1,3,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,3
4197,MET20_277823,0.8247615439,1,2,2,2,2,2,1,1,2,2,1,3,4,1,1,2,1,2,1,1,1,3,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,3
4198,MET20_1084981,0.8556566041,2,3,3,3,3,2,3,3,3,2,2,3,4,2,3,3,2,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4199,MET20_7001144,0.5524508228,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4200,MET20_7008432,0.8149973567,2,4,2,4,2,4,4,3,2,3,3,3,3,2,2,4,2,2,4,4,2,2,2,3,2,2,2,3,3,2,2,2,3,2,4,4,3,1
4201,MET20_1270565,1.0564869918,2,4,4,3,4,3,2,2,3,4,2,4,4,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4202,MET20_50139,0.62815034,4,4,4,4,2,2,4,4,4,4,4,4,4,3,4,4,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,3,1
4203,MET20_1976285,1.3948718613,2,2,2,2,3,2,2,2,2,2,3,3,3,2,1,2,2,2,2,2,3,2,2,2,2,2,3,1,2,2,2,1,2,2,2,1,3,0
4204,MET20_1871957,0.6947629021,2,2,2,3,4,2,2,2,1,1,1,2,3,1,3,2,1,2,1,2,1,3,2,3,1,2,1,1,1,2,2,2,1,2,2,1,2,3
4205,MET20_7011489,0.6791997325,2,3,2,2,3,2,3,3,2,2,2,2,3,3,2,3,2,2,3,2,2,3,3,2,2,2,2,3,2,2,2,3,3,2,3,2,2,0
4206,MET20_7004835,1.0396114026,4,4,4,4,4,1,4,4,4,4,4,4,4,2,4,4,1,1,2,1,2,3,2,4,2,2,3,4,3,2,2,2,4,4,4,4,4,2
4207,MET20_1390750,0.4868106265,3,3,3,3,2,2,3,3,2,3,2,3,3,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,1
4208,MET20_7001929,0.7229139838,3,2,2,2,3,3,1,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,3,3,2,3,2,3,2,3,2,0
4209,MET20_7004872,0.6583119793,2,3,3,3,1,1,1,2,2,2,1,3,2,2,1,2,2,2,2,2,1,3,2,1,2,1,1,1,2,1,2,2,2,1,2,2,1,3
4210,MET20_7011007,1.2999282972,1,1,3,2,3,2,4,1,2,2,1,3,3,2,2,3,2,2,3,3,1,4,2,3,1,2,1,2,1,2,2,2,4,1,3,3,2,0
4211,MET20_1010458,1.180583149,2,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,3,3,3,1
4212,MET20_80003834,1.0396114026,2,2,2,2,3,2,3,2,3,2,2,3,2,3,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,3,2,3,3,2,1
4213,MET20_80006005,1.012416781,1,2,2,2,2,2,1,2,2,2,2,2,3,1,1,3,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,0
4214,MET20_1044614,0.5022567684,2,3,2,2,2,2,2,2,2,3,2,3,4,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4215,MET20_1141252,0.7631943152,2,3,2,2,3,2,3,2,3,2,2,4,4,1,2,2,2,1,2,4,2,3,3,4,2,2,2,2,2,1,3,3,3,3,2,3,3,1
4216,MET20_80001966,1.180583149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
4217,MET20_1796683,0.9765900354,2,2,2,2,3,3,2,2,1,2,2,2,2,2,2,3,1,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,0
4218,MET20_693433,0.837901566,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,3,1,1,1,2,1,2,1,3
4219,MET20_1061956,0.464506602,2,3,2,3,4,3,1,2,3,2,3,3,3,2,2,2,1,2,3,2,1,3,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,0
4220,MET20_1263321,1.9566238289,4,4,4,4,2,3,2,4,1,3,2,4,4,2,4,2,1,2,3,2,2,3,3,1,2,2,3,2,3,3,3,3,3,3,3,2,2,1
4221,MET20_1968589,0.7589793014,3,3,3,3,3,2,1,3,2,2,3,3,2,2,3,3,2,3,3,2,2,1,3,3,2,2,2,2,3,2,2,2,3,2,3,3,2,1
4222,MET20_1878234,1.162069174,2,2,2,2,3,2,2,2,2,3,2,4,4,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,3,3,2,2,2,2,0
4223,MET20_594193,0.9965400009,3,3,2,2,2,3,3,3,3,2,2,3,2,3,3,3,1,1,2,2,2,3,1,1,2,2,3,3,2,2,2,2,3,2,2,2,1,0
4224,MET20_539008,0.7980860057,2,2,2,2,3,3,2,2,2,2,1,3,3,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,0
4225,MET20_1248868,1.3309635272,3,3,3,2,2,3,4,2,3,2,3,4,1,3,2,4,1,1,3,2,2,3,2,4,2,1,1,3,2,1,3,2,3,3,3,2,4,1
4226,MET20_1202865,1.4391301159,2,2,3,4,4,3,3,3,3,3,2,4,3,2,3,3,2,2,2,2,3,3,3,3,2,1,3,2,2,2,2,2,1,2,3,3,2,1
4227,MET20_1131122,0.598301777,2,2,2,2,2,3,2,2,2,2,1,3,4,2,2,3,2,2,3,3,2,4,2,3,2,2,2,3,2,2,2,3,3,3,2,2,3,0
4228,MET20_631889,1.055956908,2,3,3,3,3,3,3,2,3,2,2,2,3,1,2,2,2,2,2,3,2,3,2,3,1,1,2,1,1,1,2,2,2,2,2,2,3,0
4229,MET20_135527,0.837901566,2,2,3,2,2,2,1,3,2,2,2,3,2,3,2,3,1,1,2,2,1,1,1,4,2,2,2,2,2,1,1,2,2,1,3,1,2,0
4230,MET20_648601,0.598301777,1,2,1,2,3,2,4,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,3
4231,MET20_7001001,0.837901566,3,3,3,2,3,3,4,3,2,3,2,3,4,3,3,3,2,3,3,3,2,2,3,4,2,2,3,4,3,3,3,3,2,2,3,3,4,1
4232,MET20_1092381,1.1614861152,3,3,3,3,2,1,3,2,1,3,1,2,4,2,3,2,1,2,1,1,1,3,2,2,2,2,2,1,1,2,1,2,3,1,2,1,2,0
4233,MET20_7003962,1.055956908,2,3,2,4,2,2,2,3,2,1,1,4,4,2,3,3,2,2,3,2,2,4,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,0
4234,MET20_52613,0.8247615439,2,3,3,3,3,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4235,MET20_7006069,1.4391301159,2,2,2,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3
4236,MET20_278814,0.8247615439,2,4,3,4,2,2,2,2,2,2,2,4,4,2,3,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4237,MET20_1829302,0.4572221819,2,2,3,3,3,2,3,2,2,3,1,3,2,1,2,3,1,1,3,2,1,3,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,3
4238,MET20_1551120,0.7631943152,3,3,3,3,3,2,3,3,3,2,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
4239,MET20_1009153,0.8394656956,3,3,3,3,1,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2
4240,MET20_7005894,0.464506602,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4241,MET20_7014817,0.5345827213,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,3,1,3,1,2,1,1,1,2,1,2,1,2,2,1,1,3
4242,MET20_1251748,0.9059973118,2,3,3,2,3,2,4,3,2,3,2,3,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2,1,1,0
4243,MET20_1267108,1.3309635272,3,3,3,3,2,3,1,3,2,2,2,3,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,1,0
4244,MET20_7002905,1.0946952712,1,3,3,2,4,2,1,2,2,3,1,3,2,2,2,3,2,2,2,2,2,4,3,2,1,2,2,1,2,2,2,1,2,1,2,2,2,0
4245,MET20_1214083,0.837901566,2,3,3,3,2,2,4,3,2,2,1,4,2,2,2,3,2,2,4,2,1,4,3,4,4,2,2,3,2,3,3,3,2,3,4,2,4,1
4246,MET20_7008960,0.8556566041,2,1,1,2,3,1,1,2,1,1,1,3,1,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,1,2,0
4247,MET20_265637,0.6791997325,2,3,3,2,3,2,1,3,2,2,2,3,3,2,3,2,2,2,3,2,2,2,3,2,3,3,2,2,3,3,2,2,2,2,3,2,2,0
4248,MET20_763336,1.179990801,2,3,3,2,3,3,1,2,2,2,2,3,3,2,2,3,1,1,3,2,2,3,2,2,2,1,2,2,2,2,3,2,2,1,2,1,1,0
4249,MET20_707613,0.3796027045,2,3,3,3,2,2,3,2,3,3,3,2,4,2,2,3,2,2,2,3,2,3,2,3,3,2,2,2,2,2,2,2,3,3,3,3,3,1
4250,MET20_309352,0.8422381464,3,3,2,2,2,2,2,2,1,3,2,3,3,2,3,3,1,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,0
4251,MET20_666349,0.7980860057,4,4,4,4,3,2,4,4,2,4,3,4,4,3,3,4,2,2,2,2,2,2,3,4,2,2,2,2,3,2,2,3,3,3,3,3,3,1
4252,MET20_80003031,0.7058317983,2,2,2,2,3,2,1,2,2,2,2,3,1,2,2,2,2,2,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4253,MET20_1128557,0.464506602,2,3,2,3,3,2,3,2,2,2,1,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4254,MET20_1955214,0.7470769429,3,3,3,2,2,2,2,3,2,2,2,3,1,3,3,2,2,2,3,2,2,2,2,3,3,2,2,2,3,3,3,3,3,2,2,2,2,1
4255,MET20_1978430,0.8937904533,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,1,2,1,1,2,1,2,2,2,1,2,2,1,0
4256,MET20_1793805,0.9643085747,3,3,4,2,1,2,4,3,2,3,1,4,2,2,4,3,1,2,2,2,1,3,1,3,3,2,1,2,2,3,2,2,1,1,3,2,2,0
4257,MET20_1249981,1.7388671158,1,3,3,4,1,2,1,1,1,2,1,3,4,1,1,1,1,1,3,1,1,4,2,1,1,2,2,1,1,1,1,1,3,1,1,1,1,3
4258,MET20_1218167,0.7631943152,3,3,3,3,4,3,3,3,2,2,1,4,4,2,2,3,2,1,2,2,2,3,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,0
4259,MET20_560616,0.9643085747,2,2,3,2,2,1,1,2,1,3,1,4,4,1,3,1,1,2,2,3,1,4,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3
4260,MET20_178343,0.6559562053,2,3,3,4,4,2,2,4,2,3,1,3,4,3,3,4,2,2,2,2,2,2,3,4,4,3,4,4,4,2,3,3,4,4,4,3,4,2
4261,MET20_80002818,1.0176565692,2,3,4,4,3,2,4,4,4,3,1,4,4,4,4,4,2,3,2,3,2,4,2,4,3,2,2,3,2,4,2,3,2,2,3,2,4,1
4262,MET20_7017433,0.598301777,2,2,2,2,3,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4263,MET20_210856,0.4868106265,2,3,2,2,3,2,3,3,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,3,3,2,3,2,2,0
4264,MET20_80006242,1.1614861152,2,3,2,2,3,2,4,2,2,2,1,3,3,2,2,3,2,2,3,2,2,2,2,3,2,2,1,1,2,2,1,1,2,2,2,2,3,0
4265,MET20_1600125,1.055956908,2,3,3,3,3,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4266,MET20_7001530,0.6583119793,2,3,3,2,4,2,1,3,1,3,1,3,2,1,2,2,1,2,3,2,1,4,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,3
4267,MET20_1646581,0.6791997325,2,3,2,2,3,3,2,2,2,3,2,2,3,3,2,3,2,2,3,2,2,2,2,2,3,2,3,2,3,2,2,3,2,2,2,2,2,0
4268,MET20_1395585,0.8556566041,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,1,2,3,2,1,4,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0
4269,MET20_1173496,1.0396114026,2,3,3,3,3,3,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,3,3,2,2,2,3,3,3,2,2,2,3,2,2,2,2,0
4270,MET20_1105498,0.8394656956,1,3,3,2,2,2,3,3,2,2,3,3,4,2,2,3,1,1,3,1,1,2,3,2,1,1,2,1,2,1,2,2,1,2,2,2,2,0
4271,MET20_712168,0.8556566041,3,3,3,1,2,2,3,3,2,3,3,3,3,2,3,3,2,2,2,2,1,2,3,3,1,1,1,2,1,1,1,1,1,2,2,2,2,0
4272,MET20_1110471,1.0338697764,2,2,2,2,4,2,2,1,2,2,2,2,3,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0
4273,MET20_80003688,0.9463951981,2,1,2,2,3,1,1,2,1,2,1,4,2,1,2,2,1,2,1,2,1,4,2,3,1,1,1,3,1,2,1,1,2,2,2,2,2,3
4274,MET20_1902851,1.2765284167,3,3,4,4,2,3,2,2,1,2,2,3,4,3,3,3,1,2,3,2,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0
4275,MET20_1262000,1.162069174,3,4,3,3,3,2,3,2,2,3,2,3,3,2,3,3,2,2,2,3,2,3,3,2,1,2,3,2,2,2,2,3,2,2,3,2,2,1
4276,MET20_1977325,1.180583149,2,3,2,4,4,3,3,3,4,2,3,3,2,3,2,4,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,3,4,2,4,3,4,1
4277,MET20_1203350,0.5524508228,4,4,4,3,3,2,4,4,3,4,2,4,4,3,3,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2
4278,MET20_1083539,0.8422381464,1,2,1,1,2,4,1,2,1,1,1,4,4,2,2,1,1,2,1,4,1,3,2,1,2,3,1,1,1,1,1,3,1,1,1,1,2,3
4279,MET20_7005889,1.0396114026,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3
4280,MET20_433633,0.9643085747,2,1,2,2,1,1,2,3,1,2,2,3,2,2,1,1,1,1,2,2,1,4,3,3,1,2,2,2,1,3,1,2,1,1,1,1,1,3
4281,MET20_1830201,0.6947629021,1,2,1,2,3,3,3,2,2,3,2,2,3,2,1,3,1,1,1,2,2,3,2,3,1,1,1,1,1,1,2,2,2,2,2,2,1,3
4282,MET20_746646,0.837901566,2,3,3,4,3,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4283,MET20_1149629,1.0239963436,2,3,2,3,2,2,2,2,3,3,2,3,2,3,2,3,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,3,3,3,3,3,3,1
4284,MET20_1035687,0.598301777,3,3,3,3,2,2,4,4,1,3,3,4,4,3,4,4,2,1,3,3,2,2,2,2,3,2,3,2,2,1,3,2,2,3,2,3,2,1
4285,MET20_471898,0.9965400009,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,2,2,3,2,3,2,3,3,3,3,3,2,2,3,3,3,3,3,2,3,1
4286,MET20_7003368,0.8422381464,1,2,2,1,2,1,3,2,2,1,1,2,1,1,1,3,1,1,3,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3
4287,MET20_468597,0.9612750925,2,2,2,2,3,2,1,2,2,2,2,3,2,2,2,1,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3
4288,MET20_1061295,0.9059973118,2,3,2,3,1,2,2,2,1,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,0
4289,MET20_1220826,1.7388671158,3,3,3,4,2,3,4,3,3,4,4,3,4,2,3,3,2,2,2,2,2,2,4,2,2,2,2,4,2,1,2,2,2,2,2,2,2,1
4290,MET20_1155451,0.6182996491,2,3,2,3,3,3,2,3,2,3,2,4,3,2,2,3,2,2,2,3,2,3,3,2,2,2,2,3,2,2,2,2,2,2,3,3,3,1
4291,MET20_1225494,0.6327436544,1,2,2,2,3,3,2,1,2,1,1,1,3,2,1,2,1,2,2,2,2,3,2,3,1,2,1,1,1,2,1,1,2,1,2,2,2,3
4292,MET20_1797236,0.8247615439,1,3,3,3,3,2,2,2,1,2,2,3,3,2,2,2,1,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,0
4293,MET20_1196349,1.0946952712,2,3,3,3,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,1,2,2,3,2,2,2,2,0
4294,MET20_922056,0.8528399828,2,2,2,2,4,2,4,3,2,2,2,2,3,3,2,2,1,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,2,3,3,0
4295,MET20_710708,0.8422381464,2,2,2,2,3,2,3,3,2,2,2,4,2,2,3,3,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,0
4296,MET20_1326069,1.162069174,2,2,2,1,3,2,1,2,2,2,2,2,2,2,2,3,1,1,3,2,1,3,1,3,2,2,2,2,1,1,3,2,2,2,2,1,2,0
4297,MET20_460246,0.6327436544,3,3,2,3,3,1,2,3,2,3,2,3,3,2,2,4,2,2,2,2,1,3,1,1,2,1,1,3,2,2,2,2,2,1,2,1,2,0
4298,MET20_939050,1.055956908,1,2,3,3,3,1,2,3,2,2,3,3,3,2,1,3,1,1,2,1,1,2,3,2,1,1,1,2,1,1,1,1,2,2,1,2,1,3
4299,MET20_1032410,0.9765900354,2,4,4,4,4,1,2,4,2,2,2,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
4300,MET20_415598,0.8422381464,2,2,2,3,3,3,2,3,2,2,3,4,3,3,3,4,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1
4301,MET20_1210777,0.464506602,2,4,3,2,4,2,2,2,2,2,1,3,4,4,1,3,2,1,3,1,1,3,2,4,1,1,2,4,2,1,2,2,2,1,3,3,3,0
4302,MET20_652330,0.7470769429,2,3,3,3,3,3,4,3,2,2,3,3,3,2,2,4,3,2,3,3,2,2,2,3,3,2,4,1,2,2,3,4,3,3,3,4,4,1
4303,MET20_275413,0.7397234366,2,3,3,3,3,2,2,2,3,2,3,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4304,MET20_7000488,0.5345827213,2,2,2,2,2,3,3,2,2,2,1,2,2,2,2,3,1,1,3,2,1,3,1,3,2,2,2,2,2,2,1,2,2,2,2,3,2,0
4305,MET20_347825,0.9463951981,1,2,2,3,3,2,1,1,1,1,1,3,2,2,1,3,1,2,2,2,1,4,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,3
4306,MET20_1004666,0.8937904533,2,3,3,3,3,1,2,2,2,2,2,3,3,2,3,3,1,1,3,1,1,3,2,3,1,1,1,2,1,1,1,1,3,1,1,1,1,3
4307,MET20_1252951,0.9770802775,3,4,3,3,3,3,2,3,1,3,2,3,3,1,3,2,1,2,3,1,1,3,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,3
4308,MET20_1219448,0.8937904533,3,3,3,2,3,2,3,2,2,2,2,3,2,2,2,4,2,2,3,2,2,3,4,4,2,1,1,2,3,1,3,1,3,3,3,4,3,1
4309,MET20_7006041,0.6583119793,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
